Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
ch1_s5_7ea4cf88		Valencia takes me by the arm and we walk some distance behind the lumberjack.	game/chapters/ch1_s1-7.rpy	542	"[what]"
ch1_s5_b4524059		He looks over his shoulder, but shrugs and keeps walking when he sees we're still following.	game/chapters/ch1_s1-7.rpy	543	"[what]"
ch1_s5_0d922780	c	I asked him some questions while you were preparing.	game/chapters/ch1_s1-7.rpy	544	c "[what]"
ch1_s5_1666e1cd	v	And?	game/chapters/ch1_s1-7.rpy	545	v "[what]"
ch1_s5_1366bd40	c	Well, first things first he seems like an honest man.	game/chapters/ch1_s1-7.rpy	546	c "[what]"
ch1_s5_a98d474f	c	I don't think he's lying about what he saw in the forest... which can only mean one thing.	game/chapters/ch1_s1-7.rpy	547	c "[what]"
ch1_s5_28907149	c	The forest around here is not magical, so it could very well catch on fire if he were dealing with a fire elemental.	game/chapters/ch1_s1-7.rpy	548	c "[what]"
ch1_s5_6f0c54a0	v	But it didn't?	game/chapters/ch1_s1-7.rpy	549	v "[what]"
ch1_s5_58fc962f	c	No, it didn't. We would see the smoke from a distance.	game/chapters/ch1_s1-7.rpy	550	c "[what]"
ch1_s5_77f0fb62	c	That means the fire the creature is producing is magical itself, so we are dealing with a mythical animal.	game/chapters/ch1_s1-7.rpy	551	c "[what]"
ch1_s5_28e521b5	v	There is only one fiery bird I know that's not a fire elemental and that's...	game/chapters/ch1_s1-7.rpy	552	v "[what]"
ch1_s5_8e7e6671	c	A phoenix, yes?	game/chapters/ch1_s1-7.rpy	553	c "[what]"
ch1_s5_4fec68d7		We exchange worried glances when I give voice to what we are both suspecting.	game/chapters/ch1_s1-7.rpy	554	"[what]"
ch1_s5_bc640bcc	v	But no one has seen a phoenix in decades!	game/chapters/ch1_s1-7.rpy	556	v "[what]"
ch1_s5_01ea9b83	c	That's one of the things that worries me. Will we be able to heal it?	game/chapters/ch1_s1-7.rpy	557	c "[what]"
ch1_s5_118d50b0	v	I've only learned phoenix anatomy in books...	game/chapters/ch1_s1-7.rpy	559	v "[what]"
ch1_s5_772beb9f	c	Same here. I have no practical experience with such advanced beings.	game/chapters/ch1_s1-7.rpy	561	c "[what]"
ch1_s5_e248bdd7	c	I was present once when a dragon was cured, but the only thing used back then was a lot of magic.	game/chapters/ch1_s1-7.rpy	562	c "[what]"
ch1_s5_738579ba	c	And I really mean it when I say a lot of magic.	game/chapters/ch1_s1-7.rpy	563	c "[what]"
ch1_s5_ff65f44b	c	They had to use a huge magical crystal and ten people had to channel healing magic through it.	game/chapters/ch1_s1-7.rpy	564	c "[what]"
ch1_s5_3d46583b	c	Only then did the spell to have enough power to not burn out mid-way.	game/chapters/ch1_s1-7.rpy	565	c "[what]"
ch1_s5_5b2ba77b	v	Oh no...	game/chapters/ch1_s1-7.rpy	567	v "[what]"
ch1_s5_88451f45	c	I hope I can do something for the phoenix, anything before it's too late.	game/chapters/ch1_s1-7.rpy	569	c "[what]"
ch1_s5_65bd57b8	v	Let's not lose hope just yet. You're an excellent healer!	game/chapters/ch1_s1-7.rpy	571	v "[what]"
ch1_s5_c455c4a7	c	Thank you, but sometimes skill itself isn't enough.	game/chapters/ch1_s1-7.rpy	573	c "[what]"
ch1_s5_660eabc2	c	There's one more thing worrying me...	game/chapters/ch1_s1-7.rpy	575	c "[what]"
ch1_s5_66f66762	v	Yes?	game/chapters/ch1_s1-7.rpy	576	v "[what]"
ch1_s5_912f53d7	c	Why is a phoenix on the brink of death in the first place? What was strong enough to cause such an injury?	game/chapters/ch1_s1-7.rpy	577	c "[what]"
ch1_s5_7d29542f		We stare at each other in grim silence. There's few animals I consider strong enough to cause harm to a phoenix...	game/chapters/ch1_s1-7.rpy	579	"[what]"
ch1_s5_f4366b56		And the presence of any of them so close to human homes is worrying.	game/chapters/ch1_s1-7.rpy	580	"[what]"
ch1_s5_3351572d	v	I hope we'll be able to find out from the type of injuries it has.	game/chapters/ch1_s1-7.rpy	581	v "[what]"
ch1_s5_cfc438cf	c	Indeed.	game/chapters/ch1_s1-7.rpy	582	c "[what]"
ch1_s5_b73f5837		The lumberjack stops in front of us, and gestures to the left.	game/chapters/ch1_s1-7.rpy	583	"[what]"
ch1_s5_20821989	"Lumberjack"	We need to get off this path here! Come on, ladies!	game/chapters/ch1_s1-7.rpy	584	"Lumberjack" "[what]"
ch1_s5_0ce91a6e	v	We're coming!	game/chapters/ch1_s1-7.rpy	585	v "[what]"
ch1_s5_b5a57c4e		We leave the road and enter the forest proper. After walking for a few minutes we hear the worried voices of multiple people.	game/chapters/ch1_s1-7.rpy	589	"[what]"
ch1_s5_b2980e9c		A few steps more and we see a clearing with lumberjacks gathered around a campfire.	game/chapters/ch1_s1-7.rpy	591	"[what]"
ch1_s5_0315ab79	"Lumberjack"	The healer is here!	game/chapters/ch1_s1-7.rpy	593	"Lumberjack" "[what]"
ch1_s5_21e9273e		The people greet us with excitement.	game/chapters/ch1_s1-7.rpy	596	"[what]"
ch1_s5_e5bf5eb2		After saying hello, we follow the man who took us here a bit further into the forest... until we reach another clearing.	game/chapters/ch1_s1-7.rpy	597	"[what]"
ch1_s6_314459a1	c	By the gods!	game/chapters/ch1_s1-7.rpy	608	c "[what]"
ch1_s6_8cc3f0a7		Shock paralyses me when I see the phoenix lying in the middle of the foliage.	game/chapters/ch1_s1-7.rpy	610	"[what]"
ch1_s6_658c845e		Power is radiating off the creature - a magnificent, fearsomely beautiful being.	game/chapters/ch1_s1-7.rpy	611	"[what]"
ch1_s6_67d64136		I force myself to approach, knowing that even when hurt it could so easily kill me.	game/chapters/ch1_s1-7.rpy	612	"[what]"
ch1_s6_d7ee2964		I remind myself it's my job to help no matter what.	game/chapters/ch1_s1-7.rpy	613	"[what]"
ch1_s6_873fa5ef		When I see the extent of the phoenix' injuries, I wonder how it's still alive. It must be in a lot of pain.	game/chapters/ch1_s1-7.rpy	614	"[what]"
ch1_s6_951116c7		Numerous cuts all around its body, feathers plucked out. It lies there unconscious.	game/chapters/ch1_s1-7.rpy	615	"[what]"
ch1_s6_c76ab09a		There is also some sort of magic attached to its body. It's floating around the wounds, a dark shadow.	game/chapters/ch1_s1-7.rpy	616	"[what]"
ch1_s6_be46e15b		Curiosity overwhelming me, I put my finger into the swirling mass.	game/chapters/ch1_s1-7.rpy	617	"[what]"
ch1_s6_1375def8	c	Ow!	game/chapters/ch1_s1-7.rpy	621	c "[what]"
ch1_s6_5a8e0b4c		Rather than a burn, it feels like a bite. But when I examine my hand there is no sign of injury. Did it bite my magical aura directly?	game/chapters/ch1_s1-7.rpy	622	"[what]"
ch1_s6_2046e8f7		For a moment I worry it might damage me somehow, but soon it stops hurting altogether.	game/chapters/ch1_s1-7.rpy	623	"[what]"
ch1_s6_d0313530	c	Valencia, please bring the stretcher.	game/chapters/ch1_s1-7.rpy	625	c "[what]"
ch1_s6_63948e1e	v	On it!	game/chapters/ch1_s1-7.rpy	627	v "[what]"
ch1_s6_632340d9		We brought the fire resistance potions with us, but if it's a phoenix there is no point in using them.	game/chapters/ch1_s1-7.rpy	628	"[what]"
ch1_s6_d4be2782		The creature won't burn the stretcher. Even in this severely wounded condition it seems to have control over its own flames.	game/chapters/ch1_s1-7.rpy	629	"[what]"
ch1_s6_87653d6f		Phoenixes only burn things with their fire when they want to.	game/chapters/ch1_s1-7.rpy	630	"[what]"
ch1_s6_3dd08d3e		The will of this one must be strong, since it's still protecting the world from itself.	game/chapters/ch1_s1-7.rpy	631	"[what]"
ch1_s6_6b640bce	c	Hey! Could you help us pack the creature onto the stretcher?	game/chapters/ch1_s1-7.rpy	633	c "[what]"
ch1_s6_438d57f0	c	It won't burn you, but watch out for the swirling black magic! It's painful.	game/chapters/ch1_s1-7.rpy	634	c "[what]"
ch1_s6_930add78		The lumberjacks look scared, but the man who walked us here and another approach.	game/chapters/ch1_s1-7.rpy	640	"[what]"
ch1_s6_9951365b	"Lumberjack"	Understood. We'll help.	game/chapters/ch1_s1-7.rpy	641	"Lumberjack" "[what]"
ch1_s6_f9a615a8		I direct the two men on how to grab the bird properly. In no time it's on our stretcher and we set it to floating again.	game/chapters/ch1_s1-7.rpy	642	"[what]"
ch1_s6_e5c24ee5		We say our goodbyes. The lumberjacks seem relieved that the problem is out of their hands now.	game/chapters/ch1_s1-7.rpy	643	"[what]"
ch1_s6_dfff1f26		The stretcher floats behind it as we make our way back to the clinic.	game/chapters/ch1_s1-7.rpy	645	"[what]"
ch1_s7_ce0c17d5	c	Let's lay the phoenix on the table.	game/chapters/ch1_s1-7.rpy	657	c "[what]"
ch1_s7_49b851de	v	Yes!	game/chapters/ch1_s1-7.rpy	658	v "[what]"
ch1_s7_5c5056e5		We carefully move the patient from the stretcher to the surgery table.	game/chapters/ch1_s1-7.rpy	659	"[what]"
ch1_s7a_5fb131ca		We try everything we can. Hours pass by. Whenever we manage to heal a wound, it opens again.	game/chapters/ch1_s1-7.rpy	669	"[what]"
ch1_s7a_4a18a84b	c	It must be the dark magic that's attached to the phoenix's body.	game/chapters/ch1_s1-7.rpy	671	c "[what]"
ch1_s7a_be8a95aa	v	You're right. We need someone magically stronger than us to join us and help detach whatever that darkness is from the patient.	game/chapters/ch1_s1-7.rpy	672	v "[what]"
ch1_s7a_4bc92835		Someone magically stronger... but whom should I call? I'm stronger than all the other healers in town.	game/chapters/ch1_s1-7.rpy	673	"[what]"
ch1_s7a_0fad3f96	v	How about Diedri-	game/chapters/ch1_s1-7.rpy	675	v "[what]"
ch1_s7a_e69e42b8	c	No.	game/chapters/ch1_s1-7.rpy	676	c "[what]"
ch1_s7a_6e815b98		I answer quickly. I don't want to call on that person for any reason.	game/chapters/ch1_s1-7.rpy	677	"[what]"
ch1_s7a_7c00631e	c	He's in Gerla anyway. Do you think he would come to Girasol just because I need something?	game/chapters/ch1_s1-7.rpy	679	c "[what]"
ch1_s7a_a2af704a	v	Yes, he will.	game/chapters/ch1_s1-7.rpy	681	v "[what]"
ch1_s7a_049fd9a6		Valencia answers with a bright smile. I stare at her like she just grew a second head.	game/chapters/ch1_s1-7.rpy	683	"[what]"
ch1_s7a_5eed3998	c	Do you hear yourself? He lives in Gerla's capital now, that's a week's journey from here!	game/chapters/ch1_s1-7.rpy	684	c "[what]"
ch1_s7a_d16e44b7	v	Not if he uses a portal!	game/chapters/ch1_s1-7.rpy	685	v "[what]"
ch1_s7a_d373bfdf	c	But that's so expensive!	game/chapters/ch1_s1-7.rpy	686	c "[what]"
ch1_s7a_09de9716	v	Diedriech isn't exactly poor, is he?	game/chapters/ch1_s1-7.rpy	687	v "[what]"
ch1_s7a_3236cbb8		Well no, he certainly isn't poor. Diedriech is about as rich as I am.	game/chapters/ch1_s1-7.rpy	689	"[what]"
ch1_s7a_43f5ad2a		My parents gifted me this whole building when I graduated with flying colors.	game/chapters/ch1_s1-7.rpy	690	"[what]"
ch1_s7a_a75ec517		Considering that, Diedriech definitely has the money for a portal.	game/chapters/ch1_s1-7.rpy	691	"[what]"
ch1_s7a_4fff3f0f	c	I still don't think that's a good idea.	game/chapters/ch1_s1-7.rpy	693	c "[what]"
ch1_s7a_bb8498dc	v	If he can't come, no biggie. But trust me, he will be happy that you want to rely on him for something.	game/chapters/ch1_s1-7.rpy	695	v "[what]"
ch1_s7a_1eab8d5e		I can't understand why he would be.	game/chapters/ch1_s1-7.rpy	697	"[what]"
ch1_s7a_c78d171e		Diedriech and I have been rivals throughout all of our university years. We were like fire and water, always bickering.	game/chapters/ch1_s1-7.rpy	698	"[what]"
ch1_s7a_099fb2b8		Somehow the Gerlan never left me alone, always coming to me to tease me about this and that.	game/chapters/ch1_s1-7.rpy	699	"[what]"
ch1_s7a_7aa16e8d		When university ended, I moved back to my parents' hometown of Zalila.	game/chapters/ch1_s1-7.rpy	700	"[what]"
ch1_s7a_ac85f867		Diedriech returned to Gerla to take over his parents' healing clinic for mythical creatures.	game/chapters/ch1_s1-7.rpy	701	"[what]"
ch1_s7a_3f7b8e47		It's been a year since I last heard from him.	game/chapters/ch1_s1-7.rpy	702	"[what]"
ch1_s7a_5a3fb83e		And now suddenly I'm supposed to contact him, because I'm in distress?	game/chapters/ch1_s1-7.rpy	703	"[what]"
ch1_s7a_e046be5a		I look at the phoenix, lying there on my table, hurt and dying.	game/chapters/ch1_s1-7.rpy	705	"[what]"
ch1_s7a_e246ef03		The thing that's stopping me from calling Diedriech is... pride. And that's stupid. I have to put those uncomfortable feelings aside.	game/chapters/ch1_s1-7.rpy	706	"[what]"
ch1_s7a_ef12fd8b	c	I'll call him.	game/chapters/ch1_s1-7.rpy	707	c "[what]"
ch1_s7a_668d8827	v	Great! I'll stay here.	game/chapters/ch1_s1-7.rpy	709	v "[what]"
ch1_s7a_7f0f4e2c		I nod at Valencia and step out of the room.	game/chapters/ch1_s1-7.rpy	710	"[what]"
ch1_s13_0636c17c		I thought my night would be dreamless, after a long tiring day of work.	game/chapters/ch1_s13-16.rpy	5	"[what]"
ch1_s13_3e646794		But images still come to me, and again I'm aware that I'm dreaming.	game/chapters/ch1_s13-16.rpy	6	"[what]"
ch1_s13_8facfa86		I've had lucid dreams since I could remember.	game/chapters/ch1_s13-16.rpy	7	"[what]"
ch1_s13_2dacf8dd		I didn't train myself to have them, nor did I try to influence them. I'm simply myself in those dreams, I'm present.	game/chapters/ch1_s13-16.rpy	8	"[what]"
ch1_s13_89dc19f7		The difference is, I know the things that are happening aren't real.	game/chapters/ch1_s13-16.rpy	9	"[what]"
ch1_s13_b74a8d94		I'm walking through the forest again, following the road I was on the other day.	game/chapters/ch1_s13-16.rpy	15	"[what]"
ch1_s13_4c8c7fad		It seems to be dusk, the sun setting through the foliage.	game/chapters/ch1_s13-16.rpy	16	"[what]"
ch1_s13_2867edba	"???"	Catalina!	game/chapters/ch1_s13-16.rpy	17	"???" "[what]"
ch1_s13_b25e660d		I hear someone calling me, but I don't recognize the voice.	game/chapters/ch1_s13-16.rpy	19	"[what]"
ch1_s13_49587076		It echoes, as if it were multiple people but when I turn around, I see only one figure.	game/chapters/ch1_s13-16.rpy	23	"[what]"
ch1_s13_max_b3918e68	m	Miss Catalina!	game/chapters/ch1_s13-16.rpy	41	m "[what]"
ch1_s13_max_91693330		I see Maximiano in front of me. He's alone and looks happy to see me.	game/chapters/ch1_s13-16.rpy	42	"[what]"
ch1_s13_max_a610eac2	c	Whoa!	game/chapters/ch1_s13-16.rpy	46	c "[what]"
ch1_s13_max_33f533ff		The scenery changes, surprising me. We are in the same forest but in broad daylight.	game/chapters/ch1_s13-16.rpy	47	"[what]"
ch1_s13_max_e2322808	m	Is everything okay?!	game/chapters/ch1_s13-16.rpy	49	m "[what]"
ch1_s13_max_2fe28a57		Maximiano runs closer to me and touches my hand. His touch is warm, and it doesn't feel unpleasant.	game/chapters/ch1_s13-16.rpy	52	"[what]"
ch1_s13_max_54880bd0		Wait, this is a dream. Do I want to touch Maximiano more in real life? But... why?	game/chapters/ch1_s13-16.rpy	54	"[what]"
ch1_s13_max_b2d3664e	m	Miss Catalina...	game/chapters/ch1_s13-16.rpy	56	m "[what]"
ch1_s13_max_6f146940		I realize my lack of response is making Maximiano worry. I squeeze his hand and smile brightly.	game/chapters/ch1_s13-16.rpy	58	"[what]"
ch1_s13_max_5e8b2f33	c	Everything's okay. I'm happy to see you!	game/chapters/ch1_s13-16.rpy	60	c "[what]"
ch1_s13_max_a433f848		Where's Graciella though? I always see Maximiano with his pet. It's weird to be here with him all alone.	game/chapters/ch1_s13-16.rpy	61	"[what]"
ch1_s13_max_17693738		But it's also nice in a sense. He has no reason to be here today - Graciella is fine.	game/chapters/ch1_s13-16.rpy	62	"[what]"
ch1_s13_max_bd19d73c		He's not here to have me heal her. He's not worried about his pet either.	game/chapters/ch1_s13-16.rpy	63	"[what]"
ch1_s13_max_50e50e6a		He's here for me. And I... like that.	game/chapters/ch1_s13-16.rpy	64	"[what]"
ch1_s13_max_9383ee5b		It makes me want to hug him!	game/chapters/ch1_s13-16.rpy	65	"[what]"
ch1_s13_max_1c6a7b8a	m	Ahhh!	game/chapters/ch1_s13-16.rpy	69	m "[what]"
ch1_s13_max_6c100f3b		I embrace Maximiano tightly and he blushes furiously. It feels so nice to hug someone... him.	game/chapters/ch1_s13-16.rpy	70	"[what]"
ch1_s13_max_c447d596		After a moment of hesitation he hugs me back.	game/chapters/ch1_s13-16.rpy	71	"[what]"
ch1_s13_max_b2d3664e_1	m	Miss Catalina...	game/chapters/ch1_s13-16.rpy	72	m "[what]"
ch1_s13_max_fcbcd383		There's longing in his voice. I look up in his eyes and he leans down to me and...	game/chapters/ch1_s13-16.rpy	73	"[what]"
ch1_s13_max_055cf523		Wait! What exactly am I dreaming about?!	game/chapters/ch1_s13-16.rpy	76	"[what]"
ch1_s13_max_5af17eb8		I'm so shocked I wake up.	game/chapters/ch1_s13-16.rpy	77	"[what]"
ch1_s13_diedriech_41b152bf	d	Catalina...	game/chapters/ch1_s13-16.rpy	84	d "[what]"
ch1_s13_diedriech_9340541d		I see Diedriech in front of me. Why is he blushing so much though?	game/chapters/ch1_s13-16.rpy	86	"[what]"
ch1_s13_diedriech_4fe17b24	c	Do you have a fever or something, Diedriech?	game/chapters/ch1_s13-16.rpy	87	c "[what]"
ch1_s13_diedriech_00c0cfa3	d	I... no, I'm not ill...	game/chapters/ch1_s13-16.rpy	89	d "[what]"
ch1_s13_diedriech_73e9f981	d	I just thought you looked beautiful, illuminated by the setting sun like that...	game/chapters/ch1_s13-16.rpy	91	d "[what]"
ch1_s13_diedriech_2f34d4b9		Is my subconscious playing tricks with me? Do I actually want Diedriech to say such corny lines in real life?	game/chapters/ch1_s13-16.rpy	92	"[what]"
ch1_s13_diedriech_00d683c2	c	You must really be sick. Something's wrong with your head.	game/chapters/ch1_s13-16.rpy	94	c "[what]"
ch1_s13_diedriech_d0daea84		He stares at me surprised, then starts laughing as if I said the funniest thing in the world.	game/chapters/ch1_s13-16.rpy	100	"[what]"
ch1_s13_diedriech_6d9ac7b8	c	Diedriech, what's wrong with you...?!	game/chapters/ch1_s13-16.rpy	102	c "[what]"
ch1_s13_diedriech_ed2cae70	d	Nothing. I'm simply happy you are you, Catalina.	game/chapters/ch1_s13-16.rpy	103	d "[what]"
ch1_s13_diedriech_e5a4eaab	c	Huh?!	game/chapters/ch1_s13-16.rpy	104	c "[what]"
ch1_s13_diedriech_58abdaf0	d	You're the most wonderful person I know. Just being around you makes me happy.	game/chapters/ch1_s13-16.rpy	105	d "[what]"
ch1_s13_diedriech_e23c4e51		What?! But we bicker all the time. Wait, this is a dream. Do- do I want Diedriech to talk to me like this?	game/chapters/ch1_s13-16.rpy	106	"[what]"
ch1_s13_diedriech_d19f855d	c	...	game/chapters/ch1_s13-16.rpy	108	c "[what]"
ch1_s13_diedriech_b3a99da6		Suddenly I want to cry. Diedriech would never want to say such things to me in real life.	game/chapters/ch1_s13-16.rpy	110	"[what]"
ch1_s13_diedriech_e0c1da51		And that makes me so sad. I really wish things were different between us...	game/chapters/ch1_s13-16.rpy	111	"[what]"
ch1_s13_diedriech_1b4e3c78	d	Catalina, why are you crying?	game/chapters/ch1_s13-16.rpy	113	d "[what]"
ch1_s13_diedriech_f579d4cb	c	I... I don't know...	game/chapters/ch1_s13-16.rpy	114	c "[what]"
ch1_s13_diedriech_35c5db29		That's a lie. I've seen Diedriech after a year, and he came running to me without hesitation.	game/chapters/ch1_s13-16.rpy	115	"[what]"
ch1_s13_diedriech_7e8781af		Now the pent-up feelings I have towards him will explode in my face again.	game/chapters/ch1_s13-16.rpy	116	"[what]"
ch1_s13_diedriech_15d5fcb3		I hope he goes back home soon, then I won't have to face them.	game/chapters/ch1_s13-16.rpy	117	"[what]"
ch1_s13_diedriech_41b152bf_1	d	Catalina...	game/chapters/ch1_s13-16.rpy	118	d "[what]"
ch1_s13_diedriech_ca072f5e		Diedriech walks towards me, his hand outstretched as if he wants to touch my face.	game/chapters/ch1_s13-16.rpy	120	"[what]"
ch1_s13_diedriech_9991b91c		But I'm not ready for this so I force myself to wake up.	game/chapters/ch1_s13-16.rpy	122	"[what]"
ch1_s13_edmundo_13f8db2a	e	Catalina!	game/chapters/ch1_s13-16.rpy	129	e "[what]"
ch1_s13_edmundo_830279d5		I notice Edmundo in his human form in front of me. He seems genuinely happy to see me.	game/chapters/ch1_s13-16.rpy	130	"[what]"
ch1_s13_edmundo_95af4cd3		He looks around the forest with an expression of longing on his face.	game/chapters/ch1_s13-16.rpy	131	"[what]"
ch1_s13_edmundo_43eada31	e	The forest is so beautiful, so lush, so... alive.	game/chapters/ch1_s13-16.rpy	133	e "[what]"
ch1_s13_edmundo_0870fef1		I wonder why he comments on that.	game/chapters/ch1_s13-16.rpy	135	"[what]"
ch1_s13_edmundo_1d1be59b	c	The wasteland I saw the first time we shared a dream... is it a real place?	game/chapters/ch1_s13-16.rpy	136	c "[what]"
ch1_s13_edmundo_960ac37e	e	You won't find it if you look for it today. But yes, it's very real.	game/chapters/ch1_s13-16.rpy	137	e "[what]"
ch1_s13_edmundo_0becf8ad		What does he mean? I look at him confused.	game/chapters/ch1_s13-16.rpy	138	"[what]"
ch1_s13_edmundo_7d75fffd		Edmundo takes a step closer to me, then another, until I have to raise my head to look up in his eyes. He's so much taller than me.	game/chapters/ch1_s13-16.rpy	141	"[what]"
ch1_s13_edmundo_cba78751		I blush. Again, it hits me how handsome he is, in his regal, timeless way.	game/chapters/ch1_s13-16.rpy	144	"[what]"
ch1_s13_edmundo_4b453505	e	Back in the year 995, when King Leonardo ruled the country, women couldn't be doctors.	game/chapters/ch1_s13-16.rpy	145	e "[what]"
ch1_s13_edmundo_a5c68ad4	e	When I see how excellent you are at your job, I see what a mistake that was.	game/chapters/ch1_s13-16.rpy	147	e "[what]"
ch1_s13_edmundo_0878a804		I blush even harder. Compliments about how good I am at healing animals are something I very much like to hear.	game/chapters/ch1_s13-16.rpy	148	"[what]"
ch1_s13_edmundo_dee3f7ab		But wait... I'm dreaming. Is Edmundo just saying what I want to hear? Do I want to hear it from him in particular?	game/chapters/ch1_s13-16.rpy	152	"[what]"
ch1_s13_edmundo_ff555bef		How vain must I be to want a centuries-old creature to compliment me.	game/chapters/ch1_s13-16.rpy	153	"[what]"
ch1_s13_edmundo_1f034758		Displeased, I force myself to wake up.	game/chapters/ch1_s13-16.rpy	154	"[what]"
ch1_s14_961e24d3		Ten minutes later the clock strikes eight in the morning.	game/chapters/ch1_s13-16.rpy	160	"[what]"
ch1_s14_790bb552		I'm lost in thought as I make myself a bowl of oatmeal with fresh berries for breakfast.	game/chapters/ch1_s13-16.rpy	170	"[what]"
ch1_s14_7f1163c4		I don't eat meat - it's hard not to be a vegan if your job is healing animals.	game/chapters/ch1_s13-16.rpy	171	"[what]"
ch1_s14_39896695		Fortunately there are plenty of other delicious things to eat and cook for myself.	game/chapters/ch1_s13-16.rpy	172	"[what]"
ch1_s14_538404fe		I make my way to the dining room - a place I use both for welcoming guests and for eating meals.	game/chapters/ch1_s13-16.rpy	173	"[what]"
ch1_s14_1ab0adb6		It's by far the grandest of my rooms, but very comfortable nonetheless.	game/chapters/ch1_s13-16.rpy	174	"[what]"
ch1_s14_30eaaf40		I sit down to eat, but I'm not even halfway through when Diedriech enters the room.	game/chapters/ch1_s13-16.rpy	176	"[what]"
ch1_s14_7c11c6ad		I blush, remembering the dream with him in it. Diedriech avoids my gaze, red in the face himself. Wait, what's wrong with him?	game/chapters/ch1_s13-16.rpy	181	"[what]"
ch1_s14_09b36d52		I open my mouth to ask him again if he has a fever, but think better of it. If he's sick he'll tell me himself.	game/chapters/ch1_s13-16.rpy	182	"[what]"
ch1_s14_0a121636	d	Do you have more of that to eat?	game/chapters/ch1_s13-16.rpy	184	d "[what]"
ch1_s14_bfd810db		Diedriech points at my oatmeal and I nod.	game/chapters/ch1_s13-16.rpy	186	"[what]"
ch1_s14_62c2ce84		I made enough for the three of us, knowing we're all vegan and like our oatmeal with berries on.	game/chapters/ch1_s13-16.rpy	187	"[what]"
ch1_s14_aa4efc0d		My guest goes to the kitchen and returns with his own bowl. Soon Valencia joins us too.	game/chapters/ch1_s13-16.rpy	195	"[what]"
ch1_s14_ab557cb6		We eat in silence. We're still fatigued after using up so much magic.	game/chapters/ch1_s13-16.rpy	196	"[what]"
ch1_s14_12371d70		After we've finished our food, I break the silence.	game/chapters/ch1_s13-16.rpy	197	"[what]"
ch1_s14_63e06210	c	We should take it easy today. I don't feel well enough to start a normal day at the clinic yet.	game/chapters/ch1_s13-16.rpy	198	c "[what]"
ch1_s14_8fe764ac	d	Is everything okay? I can fill in for you, if you need to open...	game/chapters/ch1_s13-16.rpy	200	d "[what]"
ch1_s14_f976e423	c	No, you're tired yourself.	game/chapters/ch1_s13-16.rpy	202	c "[what]"
ch1_s14_d79a71cf	v	I agree with Cat. Let's just go down to check on the phoenix and not open the clinic today.	game/chapters/ch1_s13-16.rpy	203	v "[what]"
ch1_s14_74755ad0	v	We're good for money, so no need to overwork ourselves.	game/chapters/ch1_s13-16.rpy	204	v "[what]"
ch1_s14_0ed734a0	v	If there will be any special care patients, we can let them in.	game/chapters/ch1_s13-16.rpy	205	v "[what]"
ch1_s14_ca7ea77d	d	Just not that purrbear owner from yesterday...	game/chapters/ch1_s13-16.rpy	207	d "[what]"
ch1_s14_7050309a	c	Maximiano will probably come...	game/chapters/ch1_s13-16.rpy	208	c "[what]"
ch1_s14_c53b4f6e		Diedriech glares at his empty bowl. Why does he dislike Maximiano so much?	game/chapters/ch1_s13-16.rpy	210	"[what]"
ch1_s14_916419c2		It feels like there's more to it than simply being annoyed at having to heal Graciella despite being tired.	game/chapters/ch1_s13-16.rpy	211	"[what]"
ch1_s14_742b0c9d		With the dishes cleaned up, we go down to the clinic.	game/chapters/ch1_s13-16.rpy	223	"[what]"
ch1_s14_fe5304b1		Edmundo is sleeping peacefully on the surgery table. We change his bandages to see that his wounds are already healed nicely.	game/chapters/ch1_s13-16.rpy	224	"[what]"
ch1_s14_5906951f	d	Great job.	game/chapters/ch1_s13-16.rpy	227	d "[what]"
ch1_s14_fc423727	c	It's all due to the fact that we worked on the healing together.	game/chapters/ch1_s13-16.rpy	229	c "[what]"
ch1_s14_abb1e644	v	True.	game/chapters/ch1_s13-16.rpy	231	v "[what]"
ch1_s15_c45f0acf		We spend the day in the clinic talking and reorganizing things. The day goes by peacefully with no clients needing immediate healing.	game/chapters/ch1_s13-16.rpy	235	"[what]"
ch1_s15_a8c7e93d		It's around four pm when we hear a knock on the door.	game/chapters/ch1_s13-16.rpy	238	"[what]"
ch1_s15_c87cca50		Diedriech sighs annoyed. Before he can move in to open the door, I quickly make my way to it.	game/chapters/ch1_s13-16.rpy	244	"[what]"
ch1_s15_6af11720		I unlock the door and open it to see Maximiano with Graciella on the other side.	game/chapters/ch1_s13-16.rpy	254	"[what]"
ch1_s15_c3f0b468		He blushes when he sees me, and I can't help but do the same as I remember the dream.	game/chapters/ch1_s13-16.rpy	260	"[what]"
ch1_s15_89bf98ee	c	Come in!	game/chapters/ch1_s13-16.rpy	265	c "[what]"
ch1_s15_77a6373a		I lead Maximiano to the doctor's room.	game/chapters/ch1_s13-16.rpy	280	"[what]"
ch1_s15_a9d77910		When he sees Diedriech, leaning against the surgery table, his disposition gets several degrees colder.	game/chapters/ch1_s13-16.rpy	285	"[what]"
ch1_s15_175e5c98		The two men glare daggers at each other.	game/chapters/ch1_s13-16.rpy	286	"[what]"
ch1_s15_58f16757		I sigh. Why do they have to be so difficult?	game/chapters/ch1_s13-16.rpy	288	"[what]"
ch1_s15_06ffb0e8		Valencia takes Graciella away from our client and holds her as I give the injection.	game/chapters/ch1_s13-16.rpy	290	"[what]"
